source,url,scraped_at,diffusion_date,validity_date,description,has_wind,has_rain,has_storm,has_sand,timestamp,pressure,date,day,temperature_min,temperature_max,weather_condition,city,temperature_avg,humidity,wind_speed,precipitation,generated_at,precipitation_probability
historical_synthetic,,,,,,,,,,,,2025-04-19,,8.2,25.3,Partly Cloudy,Gabès,17.6,87.0,8.0,0.0,2026-04-16T11:57:30.215965,
historical_synthetic,,,,,,,,,,,,2025-04-19,,10.4,21.4,Clear,Nabeul,11.0,88.0,15.0,0.0,2026-04-16T11:57:30.215969,
historical_synthetic,,,,,,,,,,,,2025-04-19,,10.7,25.0,Clear,Monastir,20.6,49.0,19.0,18.0,2026-04-16T11:57:30.215974,
historical_synthetic,,,,,,,,,,,,2025-04-20,,7.6,20.7,Clear,Tunis,19.0,67.0,12.0,11.5,2026-04-16T11:57:30.215979,
historical_synthetic,,,,,,,,,,,,2025-04-20,,6.2,23.0,Partly Cloudy,Sfax,20.1,73.0,19.0,0.0,2026-04-16T11:57:30.215984,
historical_synthetic,,,,,,,,,,,,2025-04-20,,13.4,23.2,Cloudy,Sousse,15.7,57.0,23.0,0.0,2026-04-16T11:57:30.215988,
historical_synthetic,,,,,,,,,,,,2025-04-20,,7.0,20.7,Partly Cloudy,Bizerte,14.4,65.0,7.0,1.0,2026-04-16T11:57:30.215993,
historical_synthetic,,,,,,,,,,,,2025-04-20,,12.5,21.6,Partly Cloudy,Gabès,19.3,47.0,11.0,3.7,2026-04-16T11:57:30.215997,
historical_synthetic,,,,,,,,,,,,2025-04-20,,8.4,25.6,Clear,Nabeul,14.7,43.0,18.0,0.0,2026-04-16T11:57:30.216002,
historical_synthetic,,,,,,,,,,,,2025-04-20,,12.5,21.3,Storm,Monastir,15.5,69.0,25.0,0.0,2026-04-16T11:57:30.216007,
historical_synthetic,,,,,,,,,,,,2025-04-21,,11.0,25.9,Storm,Tunis,20.1,83.0,19.0,0.0,2026-04-16T11:57:30.216012,
historical_synthetic,,,,,,,,,,,,2025-04-21,,10.4,18.9,Rain,Sfax,14.5,47.0,17.0,0.0,2026-04-16T11:57:30.216016,
historical_synthetic,,,,,,,,,,,,2025-04-21,,6.7,21.1,Partly Cloudy,Sousse,11.7,58.0,13.0,2.9,2026-04-16T11:57:30.216020,
historical_synthetic,,,,,,,,,,,,2025-04-21,,7.6,24.6,Partly Cloudy,Bizerte,17.7,80.0,20.0,0.0,2026-04-16T11:57:30.216024,
historical_synthetic,,,,,,,,,,,,2025-04-21,,11.1,24.6,Cloudy,Gabès,20.0,70.0,18.0,0.0,2026-04-16T11:57:30.216029,
historical_synthetic,,,,,,,,,,,,2025-04-21,,7.1,21.2,Cloudy,Nabeul,14.2,64.0,20.0,18.0,2026-04-16T11:57:30.216045,
historical_synthetic,,,,,,,,,,,,2025-04-21,,10.4,25.9,Storm,Monastir,19.4,71.0,18.0,7.7,2026-04-16T11:57:30.216050,
historical_synthetic,,,,,,,,,,,,2025-04-22,,9.3,18.9,Clear,Tunis,14.0,74.0,25.0,0.0,2026-04-16T11:57:30.216055,
historical_synthetic,,,,,,,,,,,,2025-04-22,,13.5,18.5,Partly Cloudy,Sfax,19.2,75.0,21.0,0.0,2026-04-16T11:57:30.216062,
historical_synthetic,,,,,,,,,,,,2025-04-22,,13.3,22.5,Cloudy,Sousse,12.9,49.0,12.0,0.0,2026-04-16T11:57:30.216066,
historical_synthetic,,,,,,,,,,,,2025-04-22,,9.3,20.5,Clear,Bizerte,15.9,77.0,17.0,0.0,2026-04-16T11:57:30.216071,
historical_synthetic,,,,,,,,,,,,2025-04-22,,12.6,20.6,Cloudy,Gabès,11.5,42.0,6.0,0.0,2026-04-16T11:57:30.216075,
historical_synthetic,,,,,,,,,,,,2025-04-22,,10.2,25.2,Storm,Nabeul,19.9,76.0,18.0,0.0,2026-04-16T11:57:30.216079,
historical_synthetic,,,,,,,,,,,,2025-04-22,,9.5,25.3,Cloudy,Monastir,18.9,85.0,19.0,0.0,2026-04-16T11:57:30.216083,
historical_synthetic,,,,,,,,,,,,2025-04-23,,13.1,19.6,Clear,Tunis,14.2,77.0,15.0,0.0,2026-04-16T11:57:30.216088,
historical_synthetic,,,,,,,,,,,,2025-04-23,,13.5,25.1,Partly Cloudy,Sfax,16.3,90.0,14.0,0.0,2026-04-16T11:57:30.216093,
historical_synthetic,,,,,,,,,,,,2025-04-23,,12.9,18.3,Clear,Sousse,20.0,42.0,21.0,10.9,2026-04-16T11:57:30.216098,
historical_synthetic,,,,,,,,,,,,2025-04-23,,6.6,21.5,Cloudy,Bizerte,11.9,69.0,21.0,1.2,2026-04-16T11:57:30.216103,
historical_synthetic,,,,,,,,,,,,2025-04-23,,7.4,21.7,Storm,Gabès,15.9,82.0,23.0,5.0,2026-04-16T11:57:30.216109,
historical_synthetic,,,,,,,,,,,,2025-04-23,,10.2,18.5,Clear,Nabeul,11.2,45.0,23.0,0.0,2026-04-16T11:57:30.216113,
historical_synthetic,,,,,,,,,,,,2025-04-23,,11.4,24.1,Clear,Monastir,12.2,60.0,9.0,0.0,2026-04-16T11:57:30.216118,
historical_synthetic,,,,,,,,,,,,2025-04-24,,6.8,25.1,Clear,Tunis,18.2,68.0,17.0,0.0,2026-04-16T11:57:30.216122,
historical_synthetic,,,,,,,,,,,,2025-04-24,,9.4,20.1,Partly Cloudy,Sfax,19.7,72.0,23.0,3.8,2026-04-16T11:57:30.216127,
historical_synthetic,,,,,,,,,,,,2025-04-24,,10.8,24.3,Clear,Sousse,15.3,72.0,13.0,0.0,2026-04-16T11:57:30.216131,
historical_synthetic,,,,,,,,,,,,2025-04-24,,10.9,25.8,Partly Cloudy,Bizerte,12.1,40.0,16.0,6.7,2026-04-16T11:57:30.216136,
historical_synthetic,,,,,,,,,,,,2025-04-24,,10.8,23.9,Rain,Gabès,16.3,50.0,11.0,0.0,2026-04-16T11:57:30.216141,
historical_synthetic,,,,,,,,,,,,2025-04-24,,10.9,22.5,Partly Cloudy,Nabeul,14.4,51.0,10.0,0.0,2026-04-16T11:57:30.216145,
historical_synthetic,,,,,,,,,,,,2025-04-24,,13.5,22.2,Partly Cloudy,Monastir,19.7,51.0,18.0,0.0,2026-04-16T11:57:30.216149,
historical_synthetic,,,,,,,,,,,,2025-04-25,,9.4,24.8,Clear,Tunis,17.5,41.0,10.0,0.0,2026-04-16T11:57:30.216154,
historical_synthetic,,,,,,,,,,,,2025-04-25,,9.1,24.0,Storm,Sfax,17.8,40.0,6.0,0.0,2026-04-16T11:57:30.216158,
historical_synthetic,,,,,,,,,,,,2025-04-25,,10.1,22.7,Storm,Sousse,14.0,42.0,22.0,19.4,2026-04-16T11:57:30.216163,
historical_synthetic,,,,,,,,,,,,2025-04-25,,7.0,18.9,Clear,Bizerte,15.6,48.0,21.0,7.8,2026-04-16T11:57:30.216168,
historical_synthetic,,,,,,,,,,,,2025-04-25,,6.4,23.9,Rain,Gabès,16.3,44.0,23.0,0.0,2026-04-16T11:57:30.216172,
historical_synthetic,,,,,,,,,,,,2025-04-25,,10.3,18.4,Clear,Nabeul,14.9,50.0,14.0,0.0,2026-04-16T11:57:30.216177,
historical_synthetic,,,,,,,,,,,,2025-04-25,,12.2,21.6,Rain,Monastir,20.8,64.0,15.0,8.5,2026-04-16T11:57:30.216182,
historical_synthetic,,,,,,,,,,,,2025-04-26,,12.2,20.0,Storm,Tunis,16.1,88.0,15.0,0.0,2026-04-16T11:57:30.216203,
historical_synthetic,,,,,,,,,,,,2025-04-26,,13.8,21.5,Partly Cloudy,Sfax,11.2,42.0,14.0,0.0,2026-04-16T11:57:30.216211,
historical_synthetic,,,,,,,,,,,,2025-04-26,,6.5,25.3,Rain,Sousse,16.5,62.0,8.0,16.5,2026-04-16T11:57:30.216218,
historical_synthetic,,,,,,,,,,,,2025-04-26,,12.4,19.6,Cloudy,Bizerte,17.0,83.0,7.0,0.0,2026-04-16T11:57:30.216222,
historical_synthetic,,,,,,,,,,,,2025-04-26,,9.2,25.4,Cloudy,Gabès,15.2,89.0,24.0,0.0,2026-04-16T11:57:30.216227,
historical_synthetic,,,,,,,,,,,,2025-04-26,,10.2,20.2,Cloudy,Nabeul,19.7,79.0,15.0,9.2,2026-04-16T11:57:30.216231,
historical_synthetic,,,,,,,,,,,,2025-04-26,,13.0,18.7,Storm,Monastir,16.2,58.0,14.0,0.0,2026-04-16T11:57:30.216236,
historical_synthetic,,,,,,,,,,,,2025-04-27,,9.1,22.7,Partly Cloudy,Tunis,13.3,54.0,21.0,0.6,2026-04-16T11:57:30.216243,
historical_synthetic,,,,,,,,,,,,2025-04-27,,9.4,23.2,Rain,Sfax,11.9,60.0,19.0,0.0,2026-04-16T11:57:30.216247,
historical_synthetic,,,,,,,,,,,,2025-04-27,,10.9,21.2,Clear,Sousse,16.6,41.0,16.0,0.0,2026-04-16T11:57:30.216251,
historical_synthetic,,,,,,,,,,,,2025-04-27,,9.2,19.9,Storm,Bizerte,12.1,69.0,19.0,10.0,2026-04-16T11:57:30.216257,
historical_synthetic,,,,,,,,,,,,2025-04-27,,9.2,18.4,Cloudy,Gabès,16.0,75.0,10.0,0.0,2026-04-16T11:57:30.216262,
historical_synthetic,,,,,,,,,,,,2025-04-27,,11.1,20.8,Rain,Nabeul,11.6,78.0,15.0,0.0,2026-04-16T11:57:30.216268,
historical_synthetic,,,,,,,,,,,,2025-04-27,,8.2,24.8,Cloudy,Monastir,14.2,86.0,17.0,0.0,2026-04-16T11:57:30.216272,
historical_synthetic,,,,,,,,,,,,2025-04-28,,7.7,25.5,Rain,Tunis,20.1,76.0,6.0,0.0,2026-04-16T11:57:30.216277,
historical_synthetic,,,,,,,,,,,,2025-04-28,,8.8,21.4,Partly Cloudy,Sfax,12.6,89.0,13.0,0.0,2026-04-16T11:57:30.216281,
historical_synthetic,,,,,,,,,,,,2025-04-28,,7.2,21.8,Storm,Sousse,18.4,43.0,5.0,14.0,2026-04-16T11:57:30.216286,
historical_synthetic,,,,,,,,,,,,2025-04-28,,6.4,24.4,Partly Cloudy,Bizerte,17.1,44.0,25.0,0.0,2026-04-16T11:57:30.216291,
historical_synthetic,,,,,,,,,,,,2025-04-28,,13.2,24.0,Cloudy,Gabès,19.7,41.0,18.0,18.4,2026-04-16T11:57:30.216296,
historical_synthetic,,,,,,,,,,,,2025-04-28,,7.2,20.9,Clear,Nabeul,11.6,47.0,7.0,0.0,2026-04-16T11:57:30.216300,
historical_synthetic,,,,,,,,,,,,2025-04-28,,11.4,25.8,Partly Cloudy,Monastir,18.7,64.0,11.0,0.0,2026-04-16T11:57:30.216305,
historical_synthetic,,,,,,,,,,,,2025-04-29,,9.0,20.4,Clear,Tunis,13.8,81.0,24.0,9.6,2026-04-16T11:57:30.216310,
historical_synthetic,,,,,,,,,,,,2025-04-29,,11.4,21.4,Rain,Sfax,13.8,48.0,10.0,0.0,2026-04-16T11:57:30.216315,
historical_synthetic,,,,,,,,,,,,2025-04-29,,13.3,19.0,Clear,Sousse,16.7,57.0,15.0,0.0,2026-04-16T11:57:30.216319,
historical_synthetic,,,,,,,,,,,,2025-04-29,,8.6,21.7,Storm,Bizerte,18.1,63.0,13.0,6.3,2026-04-16T11:57:30.216325,
historical_synthetic,,,,,,,,,,,,2025-04-29,,13.9,24.7,Rain,Gabès,19.5,56.0,8.0,9.6,2026-04-16T11:57:30.216330,
historical_synthetic,,,,,,,,,,,,2025-04-29,,8.1,22.7,Cloudy,Nabeul,16.3,84.0,10.0,0.0,2026-04-16T11:57:30.216334,
historical_synthetic,,,,,,,,,,,,2025-04-29,,8.1,25.1,Cloudy,Monastir,12.6,82.0,14.0,0.0,2026-04-16T11:57:30.216338,
historical_synthetic,,,,,,,,,,,,2025-04-30,,7.3,20.1,Cloudy,Tunis,18.9,87.0,24.0,0.0,2026-04-16T11:57:30.216343,
historical_synthetic,,,,,,,,,,,,2025-04-30,,10.5,20.0,Cloudy,Sfax,11.9,47.0,12.0,0.0,2026-04-16T11:57:30.216347,
historical_synthetic,,,,,,,,,,,,2025-04-30,,8.5,23.7,Storm,Sousse,15.3,72.0,13.0,0.0,2026-04-16T11:57:30.216353,
historical_synthetic,,,,,,,,,,,,2025-04-30,,9.5,24.4,Cloudy,Bizerte,17.6,77.0,8.0,0.0,2026-04-16T11:57:30.216357,
historical_synthetic,,,,,,,,,,,,2025-04-30,,8.8,25.1,Clear,Gabès,17.2,72.0,17.0,1.0,2026-04-16T11:57:30.216361,
historical_synthetic,,,,,,,,,,,,2025-04-30,,7.4,25.9,Clear,Nabeul,16.4,61.0,5.0,0.0,2026-04-16T11:57:30.216366,
historical_synthetic,,,,,,,,,,,,2025-04-30,,12.2,20.6,Storm,Monastir,11.5,85.0,24.0,0.0,2026-04-16T11:57:30.216370,
historical_synthetic,,,,,,,,,,,,2025-05-01,,12.8,20.3,Storm,Tunis,19.9,90.0,23.0,0.0,2026-04-16T11:57:30.216375,
historical_synthetic,,,,,,,,,,,,2025-05-01,,8.7,26.9,Storm,Sfax,17.4,64.0,5.0,5.7,2026-04-16T11:57:30.216379,
historical_synthetic,,,,,,,,,,,,2025-05-01,,14.9,23.3,Rain,Sousse,13.9,89.0,15.0,0.0,2026-04-16T11:57:30.216384,
historical_synthetic,,,,,,,,,,,,2025-05-01,,9.5,21.9,Partly Cloudy,Bizerte,15.0,69.0,25.0,0.0,2026-04-16T11:57:30.216388,
historical_synthetic,,,,,,,,,,,,2025-05-01,,11.8,20.4,Partly Cloudy,Gabès,15.1,59.0,11.0,0.0,2026-04-16T11:57:30.216392,
historical_synthetic,,,,,,,,,,,,2025-05-01,,13.8,27.0,Storm,Nabeul,12.7,46.0,12.0,7.0,2026-04-16T11:57:30.216398,
historical_synthetic,,,,,,,,,,,,2025-05-01,,13.5,20.0,Clear,Monastir,17.8,48.0,23.0,0.0,2026-04-16T11:57:30.216402,
historical_synthetic,,,,,,,,,,,,2025-05-02,,14.9,24.9,Partly Cloudy,Tunis,17.0,59.0,6.0,0.0,2026-04-16T11:57:30.216407,
historical_synthetic,,,,,,,,,,,,2025-05-02,,8.5,21.0,Cloudy,Sfax,16.2,50.0,5.0,0.0,2026-04-16T11:57:30.216412,
historical_synthetic,,,,,,,,,,,,2025-05-02,,14.5,21.3,Cloudy,Sousse,22.4,74.0,6.0,0.0,2026-04-16T11:57:30.216416,
historical_synthetic,,,,,,,,,,,,2025-05-02,,9.3,20.6,Rain,Bizerte,20.3,78.0,7.0,0.0,2026-04-16T11:57:30.216420,
historical_synthetic,,,,,,,,,,,,2025-05-02,,13.9,24.4,Clear,Gabès,20.5,55.0,9.0,0.0,2026-04-16T11:57:30.216424,
historical_synthetic,,,,,,,,,,,,2025-05-02,,10.4,20.6,Cloudy,Nabeul,16.0,70.0,24.0,0.0,2026-04-16T11:57:30.216428,
historical_synthetic,,,,,,,,,,,,2025-05-02,,13.8,20.7,Rain,Monastir,16.2,59.0,20.0,0.0,2026-04-16T11:57:30.216432,
historical_synthetic,,,,,,,,,,,,2025-05-03,,13.0,22.9,Partly Cloudy,Tunis,18.8,69.0,16.0,0.0,2026-04-16T11:57:30.216437,
historical_synthetic,,,,,,,,,,,,2025-05-03,,9.3,24.0,Rain,Sfax,21.2,44.0,16.0,0.0,2026-04-16T11:57:30.216442,
historical_synthetic,,,,,,,,,,,,2025-05-03,,10.6,26.3,Storm,Sousse,16.4,81.0,17.0,0.0,2026-04-16T11:57:30.216446,
historical_synthetic,,,,,,,,,,,,2025-05-03,,9.5,26.8,Partly Cloudy,Bizerte,21.7,58.0,14.0,17.0,2026-04-16T11:57:30.216452,
historical_synthetic,,,,,,,,,,,,2025-05-03,,9.9,26.5,Clear,Gabès,15.9,44.0,5.0,2.9,2026-04-16T11:57:30.216457,
historical_synthetic,,,,,,,,,,,,2025-05-03,,10.6,27.2,Clear,Nabeul,20.7,70.0,9.0,18.7,2026-04-16T11:57:30.216461,
historical_synthetic,,,,,,,,,,,,2025-05-03,,11.5,25.2,Clear,Monastir,17.2,79.0,10.0,0.0,2026-04-16T11:57:30.216466,
historical_synthetic,,,,,,,,,,,,2025-05-04,,11.4,21.5,Storm,Tunis,17.9,43.0,24.0,7.8,2026-04-16T11:57:30.216470,
historical_synthetic,,,,,,,,,,,,2025-05-04,,12.7,23.2,Clear,Sfax,12.6,65.0,16.0,0.4,2026-04-16T11:57:30.216475,
historical_synthetic,,,,,,,,,,,,2025-05-04,,7.9,25.5,Storm,Sousse,16.3,60.0,11.0,0.0,2026-04-16T11:57:30.216480,
historical_synthetic,,,,,,,,,,,,2025-05-04,,12.0,22.0,Rain,Bizerte,18.0,65.0,22.0,0.0,2026-04-16T11:57:30.216484,
historical_synthetic,,,,,,,,,,,,2025-05-04,,12.8,19.8,Storm,Gabès,13.0,57.0,16.0,0.0,2026-04-16T11:57:30.216493,
historical_synthetic,,,,,,,,,,,,2025-05-04,,13.7,23.3,Storm,Nabeul,17.5,50.0,23.0,0.0,2026-04-16T11:57:30.216497,
historical_synthetic,,,,,,,,,,,,2025-05-04,,10.5,20.9,Cloudy,Monastir,18.2,62.0,19.0,14.5,2026-04-16T11:57:30.216502,
historical_synthetic,,,,,,,,,,,,2025-05-05,,8.9,27.0,Partly Cloudy,Tunis,13.8,90.0,14.0,0.0,2026-04-16T11:57:30.216507,
historical_synthetic,,,,,,,,,,,,2025-05-05,,8.0,25.5,Cloudy,Sfax,21.6,66.0,9.0,19.6,2026-04-16T11:57:30.216511,
historical_synthetic,,,,,,,,,,,,2025-05-05,,14.5,25.3,Rain,Sousse,14.3,58.0,24.0,0.0,2026-04-16T11:57:30.216515,
historical_synthetic,,,,,,,,,,,,2025-05-05,,14.3,27.3,Partly Cloudy,Bizerte,18.9,90.0,25.0,13.1,2026-04-16T11:57:30.216520,
historical_synthetic,,,,,,,,,,,,2025-05-05,,10.8,20.4,Clear,Gabès,20.4,58.0,18.0,0.0,2026-04-16T11:57:30.216524,
historical_synthetic,,,,,,,,,,,,2025-05-05,,10.1,26.4,Rain,Nabeul,19.7,45.0,16.0,0.0,2026-04-16T11:57:30.216530,
historical_synthetic,,,,,,,,,,,,2025-05-05,,8.0,19.9,Cloudy,Monastir,18.9,44.0,10.0,9.4,2026-04-16T11:57:30.216534,
historical_synthetic,,,,,,,,,,,,2025-05-06,,11.2,25.7,Cloudy,Tunis,12.9,47.0,19.0,8.6,2026-04-16T11:57:30.216541,
historical_synthetic,,,,,,,,,,,,2025-05-06,,9.0,22.7,Partly Cloudy,Sfax,14.1,87.0,8.0,0.0,2026-04-16T11:57:30.216545,
historical_synthetic,,,,,,,,,,,,2025-05-06,,12.8,20.8,Clear,Sousse,17.0,57.0,16.0,0.0,2026-04-16T11:57:30.216550,
historical_synthetic,,,,,,,,,,,,2025-05-06,,12.5,22.0,Storm,Bizerte,20.3,71.0,15.0,3.1,2026-04-16T11:57:30.216554,
historical_synthetic,,,,,,,,,,,,2025-05-06,,13.2,23.2,Clear,Gabès,12.6,58.0,18.0,13.2,2026-04-16T11:57:30.216559,
historical_synthetic,,,,,,,,,,,,2025-05-06,,11.1,21.0,Clear,Nabeul,15.2,50.0,22.0,0.0,2026-04-16T11:57:30.216563,
historical_synthetic,,,,,,,,,,,,2025-05-06,,10.9,24.2,Storm,Monastir,19.7,45.0,21.0,0.0,2026-04-16T11:57:30.216567,
historical_synthetic,,,,,,,,,,,,2025-05-07,,11.2,22.2,Rain,Tunis,15.0,85.0,22.0,0.0,2026-04-16T11:57:30.216572,
historical_synthetic,,,,,,,,,,,,2025-05-07,,12.8,20.5,Clear,Sfax,14.4,90.0,5.0,0.0,2026-04-16T11:57:30.216576,
historical_synthetic,,,,,,,,,,,,2025-05-07,,13.6,25.2,Cloudy,Sousse,21.2,61.0,22.0,0.0,2026-04-16T11:57:30.216580,
historical_synthetic,,,,,,,,,,,,2025-05-07,,13.7,23.9,Storm,Bizerte,13.9,49.0,21.0,0.0,2026-04-16T11:57:30.216586,
historical_synthetic,,,,,,,,,,,,2025-05-07,,7.7,25.2,Cloudy,Gabès,21.1,76.0,14.0,13.7,2026-04-16T11:57:30.216590,
historical_synthetic,,,,,,,,,,,,2025-05-07,,15.3,24.4,Storm,Nabeul,22.0,55.0,6.0,0.0,2026-04-16T11:57:30.216595,
historical_synthetic,,,,,,,,,,,,2025-05-07,,12.0,21.7,Clear,Monastir,14.5,73.0,13.0,0.0,2026-04-16T11:57:30.216599,
historical_synthetic,,,,,,,,,,,,2025-05-08,,8.4,22.8,Rain,Tunis,17.2,58.0,23.0,0.0,2026-04-16T11:57:30.216603,
historical_synthetic,,,,,,,,,,,,2025-05-08,,14.1,24.8,Cloudy,Sfax,16.4,55.0,20.0,4.5,2026-04-16T11:57:30.216608,
historical_synthetic,,,,,,,,,,,,2025-05-08,,14.3,22.9,Rain,Sousse,14.7,83.0,24.0,0.0,2026-04-16T11:57:30.216612,
historical_synthetic,,,,,,,,,,,,2025-05-08,,15.4,24.6,Rain,Bizerte,16.0,66.0,24.0,0.0,2026-04-16T11:57:30.216616,
historical_synthetic,,,,,,,,,,,,2025-05-08,,13.8,26.2,Storm,Gabès,13.5,69.0,22.0,0.0,2026-04-16T11:57:30.216620,
historical_synthetic,,,,,,,,,,,,2025-05-08,,13.1,23.7,Rain,Nabeul,17.5,43.0,22.0,0.0,2026-04-16T11:57:30.216624,
historical_synthetic,,,,,,,,,,,,2025-05-08,,10.8,26.7,Rain,Monastir,19.5,66.0,16.0,0.0,2026-04-16T11:57:30.216631,
historical_synthetic,,,,,,,,,,,,2025-05-09,,8.4,24.4,Clear,Tunis,13.7,63.0,16.0,0.0,2026-04-16T11:57:30.216636,
