source,city,temperature_c,condition,extraction_method,url,scraped_at,batch_number,batch_timestamp,record_number,collection_time,data_type,alert_active,wind_speed_kmh,alert_types,issue_date,valid_until,feels_like_c,humidity_percent,pressure_hpa,wind_speed_mps,wind_direction,weather_main,weather_description,cloud_coverage,visibility_m,timestamp,forecast_hours_ahead,forecast_time,predicted_temp_c,precipitation_chance,confidence,generated_at,error
bbc_weather,Kairouan,21,Unknown,generated,https://www.bbc.com/weather/2470088,21:37:27,2,2026-02-04T21:37:20.100200,21,21:37:35,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Nabeul,25,Unknown,generated,https://www.bbc.com/weather/2468562,21:37:28,2,2026-02-04T21:37:20.100200,22,21:37:35,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Monastir,15,Unknown,fallback,https://www.bbc.com/weather/2468925,21:37:30,2,2026-02-04T21:37:20.100200,23,21:37:35,,,,,,,,,,,,,,,,,,,,,,,
meteo_tn,,,,,https://www.meteo.tn/fr/vigilance-meterologique,21:37:32,2,2026-02-04T21:37:20.100200,24,21:37:35,weather_alert,True,80,"sand_storm, rain, storm, wind",2026-02-04 16:58,2026-02-05 17:00,,,,,,,,,,,,,,,,,
openweather_api,Tunis,16.5,,,,21:37:33,2,2026-02-04T21:37:20.100200,25,21:37:35,current_weather,,,,,,15.38,45.0,1005.0,8.37,254.0,Clouds,overcast clouds,100.0,10000.0,2026-02-04T21:34:44,,,,,,,
forecast_generated,Tunis,,,,,,2,2026-02-04T21:37:20.100200,26,21:37:35,forecast,,,,,,,,,,,,,,,,3.0,2026-02-05T00:37:33.084676,15.9,4.0,82.0,2026-02-04T21:37:33.084728,
openweather_api,Bizerte,12,,,,21:37:33,2,2026-02-04T21:37:20.100200,27,21:37:35,current_weather,,,,,,11.87,100.0,999.0,1.54,190.0,Rain,light rain,40.0,10000.0,2026-02-04T21:36:24,,,,,,,
openweather_api,Nabeul,14.56,,,,21:37:34,2,2026-02-04T21:37:20.100200,28,21:37:35,current_weather,,,,,,13.87,69.0,1000.0,5.71,253.0,Clouds,overcast clouds,92.0,10000.0,2026-02-04T21:37:33,,,,,,,
forecast_generated,Nabeul,,,,,,2,2026-02-04T21:37:20.100200,29,21:37:35,forecast,,,,,,,,,,,,,,,,3.0,2026-02-05T00:37:34.083325,24.0,3.0,60.0,2026-02-04T21:37:34.083363,
openweather_api,Sousse,15.88,,,,21:37:34,2,2026-02-04T21:37:20.100200,30,21:37:35,current_weather,,,,,,14.96,55.0,1001.0,8.75,230.0,Clouds,scattered clouds,40.0,8000.0,2026-02-04T21:34:24,,,,,,,
openweather_api,Sfax,15.08,,,,21:37:35,2,2026-02-04T21:37:20.100200,31,21:37:35,current_weather,,,,,,14.08,55.0,1003.0,6.17,230.0,Clouds,scattered clouds,40.0,8000.0,2026-02-04T21:37:34,,,,,,,
openweather_api,Monastir,15.99,,,,21:37:35,2,2026-02-04T21:37:20.100200,32,21:37:35,current_weather,,,,,,15.08,55.0,1001.0,8.75,230.0,Clouds,scattered clouds,40.0,8000.0,2026-02-04T21:33:30,,,,,,,
bbc_weather,Tunis,12,Unknown,fallback,https://www.bbc.com/weather/2464470,21:38:48,3,2026-02-04T21:38:47.883325,33,21:39:04,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Sfax,17,Unknown,generated,https://www.bbc.com/weather/2467466,21:38:50,3,2026-02-04T21:38:47.883325,34,21:39:04,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Sousse,13,Unknown,fallback,https://www.bbc.com/weather/2464915,21:38:51,3,2026-02-04T21:38:47.883325,35,21:39:04,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Bizerte,14,Unknown,generated,https://www.bbc.com/weather/2472776,21:38:52,3,2026-02-04T21:38:47.883325,36,21:39:04,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Gabes,13,Unknown,generated,https://www.bbc.com/weather/2473496,21:38:53,3,2026-02-04T21:38:47.883325,37,21:39:04,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Kairouan,20,Unknown,generated,https://www.bbc.com/weather/2470088,21:38:55,3,2026-02-04T21:38:47.883325,38,21:39:04,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Nabeul,20,Unknown,generated,https://www.bbc.com/weather/2468562,21:38:56,3,2026-02-04T21:38:47.883325,39,21:39:04,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Monastir,15,Unknown,fallback,https://www.bbc.com/weather/2468925,21:38:57,3,2026-02-04T21:38:47.883325,40,21:39:04,,,,,,,,,,,,,,,,,,,,,,,
meteo_tn,,,,,https://www.meteo.tn/fr/vigilance-meterologique,21:39:00,3,2026-02-04T21:38:47.883325,41,21:39:04,weather_alert,True,80,"sand_storm, rain, storm, wind",2026-02-04 16:58,2026-02-05 17:00,,,,,,,,,,,,,,,,,
openweather_api,Mahdia,15.11,,,,21:39:00,3,2026-02-04T21:38:47.883325,42,21:39:04,current_weather,,,,,,14.16,57.0,1002.0,12.79,239.0,Clouds,overcast clouds,100.0,10000.0,2026-02-04T21:34:53,,,,,,,
openweather_api,Tozeur,13.22,,,,21:39:01,3,2026-02-04T21:38:47.883325,43,21:39:04,current_weather,,,,,,12.58,76.0,1006.0,2.06,270.0,Clouds,overcast clouds,89.0,10000.0,2026-02-04T21:36:05,,,,,,,
forecast_generated,Tozeur,,,,,,3,2026-02-04T21:38:47.883325,44,21:39:04,forecast,,,,,,,,,,,,,,,,3.0,2026-02-05T00:39:01.435861,10.9,56.0,95.0,2026-02-04T21:39:01.435889,
openweather_api,Nabeul,14.56,,,,21:39:02,3,2026-02-04T21:38:47.883325,45,21:39:04,current_weather,,,,,,13.87,69.0,1000.0,5.71,253.0,Clouds,overcast clouds,92.0,10000.0,2026-02-04T21:37:33,,,,,,,
forecast_generated,Nabeul,,,,,,3,2026-02-04T21:38:47.883325,46,21:39:04,forecast,,,,,,,,,,,,,,,,3.0,2026-02-05T00:39:02.051144,28.4,38.0,83.0,2026-02-04T21:39:02.051177,
openweather_api,Gabes,17.98,,,,21:39:02,3,2026-02-04T21:38:47.883325,47,21:39:04,current_weather,,,,,,16.93,42.0,1004.0,10.29,250.0,Clouds,scattered clouds,40.0,5000.0,2026-02-04T21:34:25,,,,,,,
openweather_api,Bizerte,12,,,,21:39:03,3,2026-02-04T21:38:47.883325,48,21:39:04,current_weather,,,,,,11.87,100.0,999.0,1.54,190.0,Rain,light rain,40.0,10000.0,2026-02-04T21:36:24,,,,,,,
openweather_api,Tunis,16.5,,,,21:39:04,3,2026-02-04T21:38:47.883325,49,21:39:04,current_weather,,,,,,15.38,45.0,1005.0,8.37,254.0,Clouds,overcast clouds,100.0,10000.0,2026-02-04T21:34:44,,,,,,,
bbc_weather,Tunis,12,Unknown,fallback,https://www.bbc.com/weather/2464470,21:39:52,4,2026-02-04T21:39:49.382125,50,21:40:23,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Sfax,18,Unknown,generated,https://www.bbc.com/weather/2467466,21:39:54,4,2026-02-04T21:39:49.382125,51,21:40:23,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Sousse,13,Unknown,fallback,https://www.bbc.com/weather/2464915,21:39:59,4,2026-02-04T21:39:49.382125,52,21:40:23,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Bizerte,18,Unknown,generated,https://www.bbc.com/weather/2472776,21:40:01,4,2026-02-04T21:39:49.382125,53,21:40:23,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Gabes,16,Unknown,generated,https://www.bbc.com/weather/2473496,21:40:04,4,2026-02-04T21:39:49.382125,54,21:40:23,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Kairouan,24,Unknown,generated,https://www.bbc.com/weather/2470088,21:40:11,4,2026-02-04T21:39:49.382125,55,21:40:23,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Nabeul,25,Unknown,generated,https://www.bbc.com/weather/2468562,21:40:13,4,2026-02-04T21:39:49.382125,56,21:40:23,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Monastir,15,Unknown,fallback,https://www.bbc.com/weather/2468925,21:40:17,4,2026-02-04T21:39:49.382125,57,21:40:23,,,,,,,,,,,,,,,,,,,,,,,
meteo_tn,,,,,https://www.meteo.tn/fr/vigilance-meterologique,21:40:20,4,2026-02-04T21:39:49.382125,58,21:40:23,weather_alert,True,80,"sand_storm, rain, storm, wind",2026-02-04 16:58,2026-02-05 17:00,,,,,,,,,,,,,,,,,
openweather_api,Kairouan,16.01,,,,21:40:20,4,2026-02-04T21:39:49.382125,59,21:40:23,current_weather,,,,,,15.0,51.0,1001.0,2.57,230.0,Clouds,scattered clouds,40.0,10000.0,2026-02-04T21:40:20,,,,,,,
openweather_api,Sousse,15.88,,,,21:40:20,4,2026-02-04T21:39:49.382125,60,21:40:23,current_weather,,,,,,14.96,55.0,1001.0,8.75,230.0,Clouds,scattered clouds,40.0,8000.0,2026-02-04T21:34:24,,,,,,,
openweather_api,Monastir,15.99,,,,21:40:21,4,2026-02-04T21:39:49.382125,61,21:40:23,current_weather,,,,,,15.08,55.0,1001.0,8.75,230.0,Clouds,scattered clouds,40.0,8000.0,2026-02-04T21:33:30,,,,,,,
openweather_api,Bizerte,12,,,,21:40:22,4,2026-02-04T21:39:49.382125,62,21:40:23,current_weather,,,,,,11.87,100.0,999.0,1.54,190.0,Rain,light rain,40.0,10000.0,2026-02-04T21:36:24,,,,,,,
forecast_generated,Bizerte,,,,,,4,2026-02-04T21:39:49.382125,63,21:40:23,forecast,,,,,,,,,,,,,,,,3.0,2026-02-05T00:40:22.239709,21.3,66.0,83.0,2026-02-04T21:40:22.239767,
openweather_api,Gabes,17.98,,,,21:40:22,4,2026-02-04T21:39:49.382125,64,21:40:23,current_weather,,,,,,16.93,42.0,1004.0,10.29,250.0,Clouds,scattered clouds,40.0,5000.0,2026-02-04T21:34:25,,,,,,,
openweather_api,Tunis,16.5,,,,21:40:23,4,2026-02-04T21:39:49.382125,65,21:40:23,current_weather,,,,,,15.38,45.0,1005.0,8.37,254.0,Clouds,overcast clouds,100.0,10000.0,2026-02-04T21:34:44,,,,,,,
forecast_generated,Tunis,,,,,,4,2026-02-04T21:39:49.382125,66,21:40:23,forecast,,,,,,,,,,,,,,,,3.0,2026-02-05T00:40:23.525414,23.6,62.0,73.0,2026-02-04T21:40:23.525466,
bbc_weather,Tunis,12,Unknown,fallback,https://www.bbc.com/weather/2464470,21:41:10,5,2026-02-04T21:41:08.829024,67,21:41:32,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Sfax,20,Unknown,generated,https://www.bbc.com/weather/2467466,21:41:12,5,2026-02-04T21:41:08.829024,68,21:41:32,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Sousse,13,Unknown,fallback,https://www.bbc.com/weather/2464915,21:41:14,5,2026-02-04T21:41:08.829024,69,21:41:32,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Bizerte,23,Unknown,generated,https://www.bbc.com/weather/2472776,21:41:16,5,2026-02-04T21:41:08.829024,70,21:41:32,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Gabes,13,Unknown,generated,https://www.bbc.com/weather/2473496,21:41:18,5,2026-02-04T21:41:08.829024,71,21:41:32,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Kairouan,23,Unknown,generated,https://www.bbc.com/weather/2470088,21:41:20,5,2026-02-04T21:41:08.829024,72,21:41:32,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Nabeul,21,Unknown,generated,https://www.bbc.com/weather/2468562,21:41:23,5,2026-02-04T21:41:08.829024,73,21:41:32,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Monastir,15,Unknown,fallback,https://www.bbc.com/weather/2468925,21:41:25,5,2026-02-04T21:41:08.829024,74,21:41:32,,,,,,,,,,,,,,,,,,,,,,,
meteo_tn,,,,,https://www.meteo.tn/fr/vigilance-meterologique,21:41:28,5,2026-02-04T21:41:08.829024,75,21:41:32,weather_alert,True,80,"sand_storm, rain, storm, wind",2026-02-04 16:58,2026-02-05 17:00,,,,,,,,,,,,,,,,,
openweather_api,Gabes,17.98,,,,21:41:29,5,2026-02-04T21:41:08.829024,76,21:41:32,current_weather,,,,,,16.93,42.0,1004.0,10.29,250.0,Clouds,scattered clouds,40.0,5000.0,2026-02-04T21:34:25,,,,,,,
openweather_api,Nabeul,14.56,,,,21:41:30,5,2026-02-04T21:41:08.829024,77,21:41:32,current_weather,,,,,,13.87,69.0,1000.0,5.71,253.0,Clouds,overcast clouds,92.0,10000.0,2026-02-04T21:37:33,,,,,,,
openweather_api,Bizerte,12,,,,21:41:30,5,2026-02-04T21:41:08.829024,78,21:41:32,current_weather,,,,,,11.87,100.0,999.0,1.54,190.0,Rain,light rain,40.0,10000.0,2026-02-04T21:36:24,,,,,,,
forecast_generated,Bizerte,,,,,,5,2026-02-04T21:41:08.829024,79,21:41:32,forecast,,,,,,,,,,,,,,,,3.0,2026-02-05T00:41:30.746552,17.2,22.0,82.0,2026-02-04T21:41:30.746604,
openweather_api,Mahdia,15.11,,,,21:41:31,5,2026-02-04T21:41:08.829024,80,21:41:32,current_weather,,,,,,14.16,57.0,1002.0,12.79,239.0,Clouds,overcast clouds,100.0,10000.0,2026-02-04T21:34:53,,,,,,,
forecast_generated,Mahdia,,,,,,5,2026-02-04T21:41:08.829024,81,21:41:32,forecast,,,,,,,,,,,,,,,,3.0,2026-02-05T00:41:31.395793,23.8,52.0,94.0,2026-02-04T21:41:31.395852,
openweather_api,Tunis,16.5,,,,21:41:32,5,2026-02-04T21:41:08.829024,82,21:41:32,current_weather,,,,,,15.38,45.0,1005.0,8.37,254.0,Clouds,overcast clouds,100.0,10000.0,2026-02-04T21:34:44,,,,,,,
openweather_api,Monastir,15.99,,,,21:41:32,5,2026-02-04T21:41:08.829024,83,21:41:32,current_weather,,,,,,15.08,55.0,1001.0,8.75,230.0,Clouds,scattered clouds,40.0,8000.0,2026-02-04T21:33:30,,,,,,,
bbc_weather,Tunis,12,Unknown,fallback,https://www.bbc.com/weather/2464470,21:42:38,6,2026-02-04T21:42:32.966873,84,21:43:04,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Sfax,25,Unknown,generated,https://www.bbc.com/weather/2467466,21:42:40,6,2026-02-04T21:42:32.966873,85,21:43:04,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Sousse,13,Unknown,fallback,https://www.bbc.com/weather/2464915,21:42:43,6,2026-02-04T21:42:32.966873,86,21:43:04,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Bizerte,13,Unknown,generated,https://www.bbc.com/weather/2472776,21:42:45,6,2026-02-04T21:42:32.966873,87,21:43:04,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Gabes,18,Unknown,generated,https://www.bbc.com/weather/2473496,21:42:47,6,2026-02-04T21:42:32.966873,88,21:43:04,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Kairouan,14,Unknown,generated,https://www.bbc.com/weather/2470088,21:42:49,6,2026-02-04T21:42:32.966873,89,21:43:04,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Nabeul,12,Unknown,generated,https://www.bbc.com/weather/2468562,21:42:51,6,2026-02-04T21:42:32.966873,90,21:43:04,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Monastir,15,Unknown,fallback,https://www.bbc.com/weather/2468925,21:42:56,6,2026-02-04T21:42:32.966873,91,21:43:04,,,,,,,,,,,,,,,,,,,,,,,
meteo_tn,,,,,https://www.meteo.tn/fr/vigilance-meterologique,21:43:01,6,2026-02-04T21:42:32.966873,92,21:43:04,weather_alert,True,80,"sand_storm, rain, storm, wind",2026-02-04 16:58,2026-02-05 17:00,,,,,,,,,,,,,,,,,
openweather_api,Mahdia,15.11,,,,21:43:01,6,2026-02-04T21:42:32.966873,93,21:43:04,current_weather,,,,,,14.16,57.0,1002.0,12.79,239.0,Clouds,overcast clouds,100.0,10000.0,2026-02-04T21:43:01,,,,,,,
openweather_api,Sfax,15.08,,,,21:43:02,6,2026-02-04T21:42:32.966873,94,21:43:04,current_weather,,,,,,14.08,55.0,1003.0,6.17,230.0,Clouds,scattered clouds,40.0,8000.0,2026-02-04T21:42:36,,,,,,,
forecast_generated,Sfax,,,,,,6,2026-02-04T21:42:32.966873,95,21:43:04,forecast,,,,,,,,,,,,,,,,3.0,2026-02-05T00:43:02.222217,25.2,23.0,73.0,2026-02-04T21:43:02.222252,
openweather_api,Tozeur,13.22,,,,21:43:02,6,2026-02-04T21:42:32.966873,96,21:43:04,current_weather,,,,,,12.58,76.0,1006.0,2.06,270.0,Clouds,overcast clouds,89.0,10000.0,2026-02-04T21:38:38,,,,,,,
openweather_api,Sousse,15.88,,,,21:43:03,6,2026-02-04T21:42:32.966873,97,21:43:04,current_weather,,,,,,14.96,55.0,1001.0,8.75,230.0,Clouds,scattered clouds,40.0,8000.0,2026-02-04T21:43:03,,,,,,,
forecast_generated,Sousse,,,,,,6,2026-02-04T21:42:32.966873,98,21:43:04,forecast,,,,,,,,,,,,,,,,3.0,2026-02-05T00:43:03.443274,17.2,73.0,63.0,2026-02-04T21:43:03.443320,
openweather_api,Monastir,15.99,,,,21:43:04,6,2026-02-04T21:42:32.966873,99,21:43:04,current_weather,,,,,,15.08,55.0,1001.0,8.75,230.0,Clouds,scattered clouds,40.0,8000.0,2026-02-04T21:43:03,,,,,,,
openweather_api,Bizerte,12,,,,21:43:04,6,2026-02-04T21:42:32.966873,100,21:43:04,current_weather,,,,,,11.87,100.0,999.0,1.54,190.0,Rain,light rain,40.0,10000.0,2026-02-04T21:43:04,,,,,,,
forecast_generated,Bizerte,,,,,,6,2026-02-04T21:42:32.966873,101,21:43:04,forecast,,,,,,,,,,,,,,,,3.0,2026-02-05T00:43:04.546640,18.0,56.0,87.0,2026-02-04T21:43:04.546689,
bbc_weather,Tunis,12,Unknown,fallback,https://www.bbc.com/weather/2464470,21:44:25,7,2026-02-04T21:44:12.853822,102,21:45:39,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Sfax,12,Unknown,generated,https://www.bbc.com/weather/2467466,21:44:32,7,2026-02-04T21:44:12.853822,103,21:45:39,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Sousse,18,Partly Cloudy,error_fallback,,21:44:39,7,2026-02-04T21:44:12.853822,104,21:45:39,,,,,,,,,,,,,,,,,,,,,,,"HTTPSConnectionPool(host='www.bbc.com', port=443):"
bbc_weather,Bizerte,19,Unknown,generated,https://www.bbc.com/weather/2472776,21:44:47,7,2026-02-04T21:44:12.853822,105,21:45:39,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Gabes,13,Unknown,generated,https://www.bbc.com/weather/2473496,21:44:49,7,2026-02-04T21:44:12.853822,106,21:45:39,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Kairouan,19,Partly Cloudy,error_fallback,,21:45:07,7,2026-02-04T21:44:12.853822,107,21:45:39,,,,,,,,,,,,,,,,,,,,,,,"HTTPSConnectionPool(host='www.bbc.com', port=443):"
bbc_weather,Nabeul,16,Partly Cloudy,error_fallback,,21:45:13,7,2026-02-04T21:44:12.853822,108,21:45:39,,,,,,,,,,,,,,,,,,,,,,,"HTTPSConnectionPool(host='www.bbc.com', port=443):"
bbc_weather,Monastir,15,Unknown,fallback,https://www.bbc.com/weather/2468925,21:45:24,7,2026-02-04T21:44:12.853822,109,21:45:39,,,,,,,,,,,,,,,,,,,,,,,
meteo_tn,,,,,https://www.meteo.tn/fr/vigilance-meterologique,21:45:36,7,2026-02-04T21:44:12.853822,110,21:45:39,weather_alert,True,80,"sand_storm, rain, storm, wind",2026-02-04 16:58,2026-02-05 17:00,,,,,,,,,,,,,,,,,
openweather_api,Sousse,15.88,,,,21:45:36,7,2026-02-04T21:44:12.853822,111,21:45:39,current_weather,,,,,,14.96,55.0,1001.0,8.75,230.0,Clouds,scattered clouds,40.0,8000.0,2026-02-04T21:43:03,,,,,,,
forecast_generated,Sousse,,,,,,7,2026-02-04T21:44:12.853822,112,21:45:39,forecast,,,,,,,,,,,,,,,,3.0,2026-02-05T00:45:36.713280,11.4,75.0,79.0,2026-02-04T21:45:36.713319,
openweather_api,Kairouan,16.01,,,,21:45:37,7,2026-02-04T21:44:12.853822,113,21:45:39,current_weather,,,,,,15.0,51.0,1001.0,2.57,230.0,Clouds,scattered clouds,40.0,10000.0,2026-02-04T21:45:36,,,,,,,
openweather_api,Monastir,15.99,,,,21:45:37,7,2026-02-04T21:44:12.853822,114,21:45:39,current_weather,,,,,,15.08,55.0,1001.0,8.75,230.0,Clouds,scattered clouds,40.0,8000.0,2026-02-04T21:43:03,,,,,,,
openweather_api,Gabes,17.98,,,,21:45:38,7,2026-02-04T21:44:12.853822,115,21:45:39,current_weather,,,,,,16.93,42.0,1004.0,10.29,250.0,Clouds,scattered clouds,40.0,5000.0,2026-02-04T21:45:37,,,,,,,
forecast_generated,Gabes,,,,,,7,2026-02-04T21:44:12.853822,116,21:45:39,forecast,,,,,,,,,,,,,,,,3.0,2026-02-05T00:45:38.339591,26.4,31.0,94.0,2026-02-04T21:45:38.339628,
openweather_api,Bizerte,12,,,,21:45:38,7,2026-02-04T21:44:12.853822,117,21:45:39,current_weather,,,,,,11.87,100.0,999.0,1.54,190.0,Rain,light rain,40.0,10000.0,2026-02-04T21:43:04,,,,,,,
openweather_api,Mahdia,15.11,,,,21:45:39,7,2026-02-04T21:44:12.853822,118,21:45:39,current_weather,,,,,,14.16,57.0,1002.0,12.79,239.0,Clouds,overcast clouds,100.0,10000.0,2026-02-04T21:43:01,,,,,,,
bbc_weather,Tunis,12,Unknown,fallback,https://www.bbc.com/weather/2464470,21:46:36,8,2026-02-04T21:46:29.872149,119,21:47:12,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Sfax,15,Unknown,generated,https://www.bbc.com/weather/2467466,21:46:44,8,2026-02-04T21:46:29.872149,120,21:47:12,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Sousse,13,Unknown,fallback,https://www.bbc.com/weather/2464915,21:46:49,8,2026-02-04T21:46:29.872149,121,21:47:12,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Bizerte,20,Unknown,generated,https://www.bbc.com/weather/2472776,21:46:51,8,2026-02-04T21:46:29.872149,122,21:47:12,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Gabes,18,Unknown,generated,https://www.bbc.com/weather/2473496,21:46:55,8,2026-02-04T21:46:29.872149,123,21:47:12,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Kairouan,25,Unknown,generated,https://www.bbc.com/weather/2470088,21:46:56,8,2026-02-04T21:46:29.872149,124,21:47:12,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Nabeul,17,Unknown,generated,https://www.bbc.com/weather/2468562,21:46:58,8,2026-02-04T21:46:29.872149,125,21:47:12,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Monastir,15,Unknown,fallback,https://www.bbc.com/weather/2468925,21:47:00,8,2026-02-04T21:46:29.872149,126,21:47:12,,,,,,,,,,,,,,,,,,,,,,,
