source,url,scraped_at,diffusion_date,validity_date,description,has_wind,has_rain,has_storm,has_sand,timestamp,pressure,date,day,temperature_min,temperature_max,weather_condition,city,temperature_avg,humidity,wind_speed,precipitation,generated_at,precipitation_probability
historical_synthetic,,,,,,,,,,,,2025-02-06,,6.8,16.3,Cloudy,Tunis,14.5,42.0,12.0,0.0,2026-02-04T19:46:52.541420,
historical_synthetic,,,,,,,,,,,,2025-02-06,,6.1,17.8,Partly Cloudy,Sfax,17.6,57.0,22.0,0.0,2026-02-04T19:46:52.541431,
historical_synthetic,,,,,,,,,,,,2025-02-06,,4.6,16.0,Rain,Sousse,13.1,66.0,13.0,15.8,2026-02-04T19:46:52.541444,
historical_synthetic,,,,,,,,,,,,2025-02-06,,10.6,15.7,Clear,Bizerte,11.5,49.0,18.0,0.0,2026-02-04T19:46:52.541455,
historical_synthetic,,,,,,,,,,,,2025-02-06,,4.6,21.5,Storm,Gabès,15.7,73.0,5.0,17.6,2026-02-04T19:46:52.541468,
historical_synthetic,,,,,,,,,,,,2025-02-06,,9.8,17.9,Partly Cloudy,Nabeul,13.3,50.0,7.0,0.0,2026-02-04T19:46:52.541480,
historical_synthetic,,,,,,,,,,,,2025-02-06,,7.0,16.7,Rain,Monastir,8.6,74.0,8.0,0.0,2026-02-04T19:46:52.541492,
historical_synthetic,,,,,,,,,,,,2025-02-07,,9.3,17.9,Storm,Tunis,8.9,57.0,20.0,0.0,2026-02-04T19:46:52.541506,
historical_synthetic,,,,,,,,,,,,2025-02-07,,8.4,20.3,Cloudy,Sfax,8.4,77.0,10.0,0.0,2026-02-04T19:46:52.541518,
historical_synthetic,,,,,,,,,,,,2025-02-07,,3.0,18.9,Rain,Sousse,13.1,43.0,16.0,18.5,2026-02-04T19:46:52.541530,
historical_synthetic,,,,,,,,,,,,2025-02-07,,10.5,20.7,Clear,Bizerte,11.1,47.0,10.0,0.0,2026-02-04T19:46:52.541542,
historical_synthetic,,,,,,,,,,,,2025-02-07,,4.6,19.1,Partly Cloudy,Gabès,14.6,76.0,17.0,0.0,2026-02-04T19:46:52.541554,
historical_synthetic,,,,,,,,,,,,2025-02-07,,6.5,22.0,Partly Cloudy,Nabeul,12.9,67.0,14.0,6.5,2026-02-04T19:46:52.541566,
historical_synthetic,,,,,,,,,,,,2025-02-07,,10.5,15.9,Cloudy,Monastir,9.8,71.0,7.0,11.6,2026-02-04T19:46:52.541578,
historical_synthetic,,,,,,,,,,,,2025-02-08,,10.8,21.1,Clear,Tunis,10.4,46.0,10.0,0.0,2026-02-04T19:46:52.541594,
historical_synthetic,,,,,,,,,,,,2025-02-08,,5.0,18.2,Rain,Sfax,15.9,71.0,16.0,0.0,2026-02-04T19:46:52.541605,
historical_synthetic,,,,,,,,,,,,2025-02-08,,3.7,21.6,Partly Cloudy,Sousse,12.1,49.0,11.0,8.5,2026-02-04T19:46:52.541617,
historical_synthetic,,,,,,,,,,,,2025-02-08,,9.0,18.3,Storm,Bizerte,16.2,44.0,21.0,0.0,2026-02-04T19:46:52.541629,
historical_synthetic,,,,,,,,,,,,2025-02-08,,4.5,19.4,Storm,Gabès,11.7,59.0,14.0,0.0,2026-02-04T19:46:52.541641,
historical_synthetic,,,,,,,,,,,,2025-02-08,,4.9,16.2,Partly Cloudy,Nabeul,16.5,73.0,13.0,0.9,2026-02-04T19:46:52.541654,
historical_synthetic,,,,,,,,,,,,2025-02-08,,8.9,21.9,Cloudy,Monastir,14.9,63.0,12.0,0.0,2026-02-04T19:46:52.541665,
historical_synthetic,,,,,,,,,,,,2025-02-09,,6.2,17.7,Cloudy,Tunis,10.2,43.0,5.0,18.0,2026-02-04T19:46:52.541678,
historical_synthetic,,,,,,,,,,,,2025-02-09,,9.4,19.0,Partly Cloudy,Sfax,8.7,57.0,12.0,0.0,2026-02-04T19:46:52.541690,
historical_synthetic,,,,,,,,,,,,2025-02-09,,7.8,18.7,Storm,Sousse,13.3,57.0,9.0,0.0,2026-02-04T19:46:52.541701,
historical_synthetic,,,,,,,,,,,,2025-02-09,,9.8,20.4,Storm,Bizerte,17.5,62.0,11.0,0.0,2026-02-04T19:46:52.541715,
historical_synthetic,,,,,,,,,,,,2025-02-09,,3.7,16.0,Storm,Gabès,16.7,68.0,21.0,0.0,2026-02-04T19:46:52.541726,
historical_synthetic,,,,,,,,,,,,2025-02-09,,8.0,20.0,Storm,Nabeul,12.1,75.0,7.0,0.0,2026-02-04T19:46:52.541738,
historical_synthetic,,,,,,,,,,,,2025-02-09,,4.8,18.1,Clear,Monastir,17.9,86.0,25.0,10.7,2026-02-04T19:46:52.541751,
historical_synthetic,,,,,,,,,,,,2025-02-10,,8.0,21.8,Cloudy,Tunis,14.9,61.0,22.0,0.0,2026-02-04T19:46:52.541763,
historical_synthetic,,,,,,,,,,,,2025-02-10,,11.0,16.2,Cloudy,Sfax,8.6,58.0,12.0,0.0,2026-02-04T19:46:52.541774,
historical_synthetic,,,,,,,,,,,,2025-02-10,,10.9,18.6,Storm,Sousse,11.2,45.0,16.0,0.0,2026-02-04T19:46:52.541786,
historical_synthetic,,,,,,,,,,,,2025-02-10,,7.3,15.9,Clear,Bizerte,12.6,75.0,18.0,0.0,2026-02-04T19:46:52.541798,
historical_synthetic,,,,,,,,,,,,2025-02-10,,6.1,18.7,Storm,Gabès,11.9,47.0,24.0,0.0,2026-02-04T19:46:52.541808,
historical_synthetic,,,,,,,,,,,,2025-02-10,,3.3,21.5,Partly Cloudy,Nabeul,11.0,87.0,21.0,0.0,2026-02-04T19:46:52.541819,
historical_synthetic,,,,,,,,,,,,2025-02-10,,4.3,18.9,Clear,Monastir,17.9,79.0,11.0,0.0,2026-02-04T19:46:52.541831,
historical_synthetic,,,,,,,,,,,,2025-02-11,,9.2,19.5,Clear,Tunis,11.6,83.0,9.0,2.4,2026-02-04T19:46:52.541844,
historical_synthetic,,,,,,,,,,,,2025-02-11,,8.1,16.0,Cloudy,Sfax,14.4,60.0,9.0,13.0,2026-02-04T19:46:52.541856,
historical_synthetic,,,,,,,,,,,,2025-02-11,,6.3,17.1,Clear,Sousse,9.5,76.0,19.0,16.3,2026-02-04T19:46:52.541868,
historical_synthetic,,,,,,,,,,,,2025-02-11,,3.1,20.1,Clear,Bizerte,11.4,47.0,8.0,0.0,2026-02-04T19:46:52.541878,
historical_synthetic,,,,,,,,,,,,2025-02-11,,5.3,17.0,Storm,Gabès,16.7,47.0,19.0,0.0,2026-02-04T19:46:52.541889,
historical_synthetic,,,,,,,,,,,,2025-02-11,,4.4,15.6,Clear,Nabeul,16.5,64.0,18.0,0.0,2026-02-04T19:46:52.541899,
historical_synthetic,,,,,,,,,,,,2025-02-11,,3.4,16.8,Clear,Monastir,11.2,45.0,17.0,0.0,2026-02-04T19:46:52.541910,
historical_synthetic,,,,,,,,,,,,2025-02-12,,6.0,20.3,Clear,Tunis,16.4,70.0,18.0,0.6,2026-02-04T19:46:52.541923,
historical_synthetic,,,,,,,,,,,,2025-02-12,,5.6,20.4,Clear,Sfax,8.3,88.0,9.0,0.0,2026-02-04T19:46:52.541934,
historical_synthetic,,,,,,,,,,,,2025-02-12,,10.5,16.8,Partly Cloudy,Sousse,8.1,57.0,25.0,6.4,2026-02-04T19:46:52.541946,
historical_synthetic,,,,,,,,,,,,2025-02-12,,4.1,18.5,Cloudy,Bizerte,11.5,63.0,9.0,0.0,2026-02-04T19:46:52.541956,
historical_synthetic,,,,,,,,,,,,2025-02-12,,7.3,17.9,Cloudy,Gabès,16.0,69.0,15.0,0.0,2026-02-04T19:46:52.541967,
historical_synthetic,,,,,,,,,,,,2025-02-12,,5.4,16.2,Partly Cloudy,Nabeul,13.7,70.0,23.0,0.0,2026-02-04T19:46:52.541977,
historical_synthetic,,,,,,,,,,,,2025-02-12,,4.6,17.1,Cloudy,Monastir,8.7,40.0,7.0,18.5,2026-02-04T19:46:52.541988,
historical_synthetic,,,,,,,,,,,,2025-02-13,,7.9,19.8,Storm,Tunis,15.6,66.0,8.0,3.8,2026-02-04T19:46:52.542000,
historical_synthetic,,,,,,,,,,,,2025-02-13,,9.5,21.2,Cloudy,Sfax,14.3,78.0,25.0,0.0,2026-02-04T19:46:52.542011,
historical_synthetic,,,,,,,,,,,,2025-02-13,,9.1,17.1,Rain,Sousse,13.0,42.0,13.0,0.0,2026-02-04T19:46:52.542024,
historical_synthetic,,,,,,,,,,,,2025-02-13,,5.0,19.9,Storm,Bizerte,8.7,88.0,5.0,0.0,2026-02-04T19:46:52.542034,
historical_synthetic,,,,,,,,,,,,2025-02-13,,4.2,17.1,Cloudy,Gabès,13.1,55.0,20.0,0.0,2026-02-04T19:46:52.542045,
historical_synthetic,,,,,,,,,,,,2025-02-13,,7.8,22.7,Clear,Nabeul,14.6,71.0,14.0,0.0,2026-02-04T19:46:52.542058,
historical_synthetic,,,,,,,,,,,,2025-02-13,,6.7,21.1,Cloudy,Monastir,8.4,86.0,14.0,2.2,2026-02-04T19:46:52.542075,
historical_synthetic,,,,,,,,,,,,2025-02-14,,3.6,15.9,Clear,Tunis,12.1,84.0,9.0,9.4,2026-02-04T19:46:52.542089,
historical_synthetic,,,,,,,,,,,,2025-02-14,,7.5,16.9,Cloudy,Sfax,8.3,80.0,14.0,0.0,2026-02-04T19:46:52.542099,
historical_synthetic,,,,,,,,,,,,2025-02-14,,10.8,22.0,Storm,Sousse,14.6,61.0,16.0,0.0,2026-02-04T19:46:52.542110,
historical_synthetic,,,,,,,,,,,,2025-02-14,,5.7,22.0,Storm,Bizerte,14.8,88.0,12.0,8.6,2026-02-04T19:46:52.542122,
historical_synthetic,,,,,,,,,,,,2025-02-14,,5.7,17.6,Partly Cloudy,Gabès,10.0,46.0,18.0,0.0,2026-02-04T19:46:52.542134,
historical_synthetic,,,,,,,,,,,,2025-02-14,,9.4,16.2,Clear,Nabeul,17.3,72.0,7.0,18.5,2026-02-04T19:46:52.542145,
historical_synthetic,,,,,,,,,,,,2025-02-14,,8.5,15.7,Storm,Monastir,12.9,45.0,6.0,15.7,2026-02-04T19:46:52.542156,
historical_synthetic,,,,,,,,,,,,2025-02-15,,6.4,21.6,Clear,Tunis,8.6,64.0,6.0,0.0,2026-02-04T19:46:52.542170,
historical_synthetic,,,,,,,,,,,,2025-02-15,,9.5,21.1,Storm,Sfax,8.3,64.0,20.0,0.0,2026-02-04T19:46:52.542183,
historical_synthetic,,,,,,,,,,,,2025-02-15,,7.7,16.8,Clear,Sousse,16.5,57.0,5.0,0.0,2026-02-04T19:46:52.542193,
historical_synthetic,,,,,,,,,,,,2025-02-15,,7.3,23.0,Storm,Bizerte,15.6,84.0,7.0,0.0,2026-02-04T19:46:52.542204,
historical_synthetic,,,,,,,,,,,,2025-02-15,,5.8,22.1,Partly Cloudy,Gabès,17.6,50.0,7.0,0.0,2026-02-04T19:46:52.542216,
historical_synthetic,,,,,,,,,,,,2025-02-15,,5.8,19.7,Clear,Nabeul,14.9,85.0,5.0,12.7,2026-02-04T19:46:52.542230,
historical_synthetic,,,,,,,,,,,,2025-02-15,,6.9,15.9,Storm,Monastir,9.7,51.0,17.0,0.0,2026-02-04T19:46:52.542241,
historical_synthetic,,,,,,,,,,,,2025-02-16,,3.2,19.0,Storm,Tunis,11.1,42.0,12.0,3.5,2026-02-04T19:46:52.542255,
historical_synthetic,,,,,,,,,,,,2025-02-16,,4.0,21.1,Rain,Sfax,8.4,49.0,8.0,3.3,2026-02-04T19:46:52.542268,
historical_synthetic,,,,,,,,,,,,2025-02-16,,4.3,19.8,Storm,Sousse,16.1,62.0,7.0,17.3,2026-02-04T19:46:52.542280,
historical_synthetic,,,,,,,,,,,,2025-02-16,,10.1,16.5,Rain,Bizerte,10.6,53.0,14.0,0.0,2026-02-04T19:46:52.542291,
historical_synthetic,,,,,,,,,,,,2025-02-16,,7.2,16.0,Rain,Gabès,15.9,40.0,19.0,0.4,2026-02-04T19:46:52.542305,
historical_synthetic,,,,,,,,,,,,2025-02-16,,9.8,15.5,Partly Cloudy,Nabeul,8.9,65.0,20.0,17.6,2026-02-04T19:46:52.542317,
historical_synthetic,,,,,,,,,,,,2025-02-16,,6.0,18.5,Cloudy,Monastir,17.6,49.0,14.0,0.0,2026-02-04T19:46:52.542329,
historical_synthetic,,,,,,,,,,,,2025-02-17,,5.9,15.5,Storm,Tunis,15.9,59.0,24.0,0.0,2026-02-04T19:46:52.542341,
historical_synthetic,,,,,,,,,,,,2025-02-17,,10.1,21.5,Clear,Sfax,15.8,80.0,17.0,0.0,2026-02-04T19:46:52.542352,
historical_synthetic,,,,,,,,,,,,2025-02-17,,6.9,22.0,Cloudy,Sousse,16.4,69.0,13.0,0.0,2026-02-04T19:46:52.542364,
historical_synthetic,,,,,,,,,,,,2025-02-17,,3.3,15.7,Storm,Bizerte,11.9,71.0,18.0,10.5,2026-02-04T19:46:52.542376,
historical_synthetic,,,,,,,,,,,,2025-02-17,,5.2,15.3,Storm,Gabès,14.7,87.0,7.0,0.0,2026-02-04T19:46:52.542388,
historical_synthetic,,,,,,,,,,,,2025-02-17,,8.2,22.3,Storm,Nabeul,8.2,61.0,25.0,0.0,2026-02-04T19:46:52.542399,
historical_synthetic,,,,,,,,,,,,2025-02-17,,8.9,17.9,Storm,Monastir,14.5,67.0,7.0,4.5,2026-02-04T19:46:52.542411,
historical_synthetic,,,,,,,,,,,,2025-02-18,,10.9,22.2,Storm,Tunis,8.7,43.0,22.0,11.2,2026-02-04T19:46:52.542426,
historical_synthetic,,,,,,,,,,,,2025-02-18,,3.6,15.5,Cloudy,Sfax,17.8,49.0,25.0,15.0,2026-02-04T19:46:52.542440,
historical_synthetic,,,,,,,,,,,,2025-02-18,,4.9,18.4,Rain,Sousse,10.6,85.0,19.0,0.0,2026-02-04T19:46:52.542451,
historical_synthetic,,,,,,,,,,,,2025-02-18,,3.1,21.5,Storm,Bizerte,12.0,51.0,19.0,3.6,2026-02-04T19:46:52.542463,
historical_synthetic,,,,,,,,,,,,2025-02-18,,6.4,22.0,Storm,Gabès,12.3,52.0,22.0,0.0,2026-02-04T19:46:52.542474,
historical_synthetic,,,,,,,,,,,,2025-02-18,,9.7,17.4,Rain,Nabeul,11.2,41.0,9.0,0.0,2026-02-04T19:46:52.542485,
historical_synthetic,,,,,,,,,,,,2025-02-18,,6.8,22.0,Partly Cloudy,Monastir,16.1,43.0,22.0,0.0,2026-02-04T19:46:52.542496,
historical_synthetic,,,,,,,,,,,,2025-02-19,,9.1,15.1,Cloudy,Tunis,10.6,45.0,5.0,0.0,2026-02-04T19:46:52.542509,
historical_synthetic,,,,,,,,,,,,2025-02-19,,9.9,20.2,Rain,Sfax,8.7,76.0,15.0,0.0,2026-02-04T19:46:52.542521,
historical_synthetic,,,,,,,,,,,,2025-02-19,,5.5,20.2,Cloudy,Sousse,10.1,56.0,19.0,0.0,2026-02-04T19:46:52.542532,
historical_synthetic,,,,,,,,,,,,2025-02-19,,5.8,18.7,Clear,Bizerte,13.1,85.0,10.0,0.0,2026-02-04T19:46:52.542560,
historical_synthetic,,,,,,,,,,,,2025-02-19,,10.8,22.7,Clear,Gabès,11.4,77.0,25.0,0.0,2026-02-04T19:46:52.542572,
historical_synthetic,,,,,,,,,,,,2025-02-19,,7.5,22.7,Partly Cloudy,Nabeul,12.2,76.0,22.0,3.4,2026-02-04T19:46:52.542585,
historical_synthetic,,,,,,,,,,,,2025-02-19,,4.6,15.3,Rain,Monastir,13.6,44.0,10.0,5.1,2026-02-04T19:46:52.542597,
historical_synthetic,,,,,,,,,,,,2025-02-20,,3.0,21.6,Cloudy,Tunis,14.8,89.0,7.0,0.0,2026-02-04T19:46:52.542609,
historical_synthetic,,,,,,,,,,,,2025-02-20,,7.6,21.7,Cloudy,Sfax,15.6,67.0,15.0,0.0,2026-02-04T19:46:52.542620,
historical_synthetic,,,,,,,,,,,,2025-02-20,,5.2,20.5,Rain,Sousse,11.7,40.0,16.0,1.2,2026-02-04T19:46:52.542632,
historical_synthetic,,,,,,,,,,,,2025-02-20,,10.9,15.9,Storm,Bizerte,8.5,71.0,9.0,13.2,2026-02-04T19:46:52.542645,
historical_synthetic,,,,,,,,,,,,2025-02-20,,7.5,20.8,Rain,Gabès,12.2,86.0,14.0,0.0,2026-02-04T19:46:52.542657,
historical_synthetic,,,,,,,,,,,,2025-02-20,,8.1,18.0,Clear,Nabeul,9.9,67.0,5.0,0.0,2026-02-04T19:46:52.542668,
historical_synthetic,,,,,,,,,,,,2025-02-20,,7.8,16.0,Storm,Monastir,14.6,78.0,6.0,0.0,2026-02-04T19:46:52.542685,
historical_synthetic,,,,,,,,,,,,2025-02-21,,4.2,18.8,Storm,Tunis,9.2,69.0,20.0,11.7,2026-02-04T19:46:52.542699,
historical_synthetic,,,,,,,,,,,,2025-02-21,,10.2,22.1,Cloudy,Sfax,17.4,59.0,7.0,0.0,2026-02-04T19:46:52.542711,
historical_synthetic,,,,,,,,,,,,2025-02-21,,6.2,15.1,Rain,Sousse,15.2,81.0,15.0,0.0,2026-02-04T19:46:52.542722,
historical_synthetic,,,,,,,,,,,,2025-02-21,,4.3,20.2,Storm,Bizerte,18.0,47.0,10.0,10.8,2026-02-04T19:46:52.542734,
historical_synthetic,,,,,,,,,,,,2025-02-21,,6.4,20.1,Clear,Gabès,14.0,49.0,21.0,0.0,2026-02-04T19:46:52.542746,
historical_synthetic,,,,,,,,,,,,2025-02-21,,8.3,19.3,Clear,Nabeul,13.2,86.0,19.0,0.0,2026-02-04T19:46:52.542773,
historical_synthetic,,,,,,,,,,,,2025-02-21,,8.8,16.0,Storm,Monastir,13.9,60.0,23.0,0.0,2026-02-04T19:46:52.542787,
historical_synthetic,,,,,,,,,,,,2025-02-22,,4.5,20.1,Clear,Tunis,12.9,60.0,21.0,14.0,2026-02-04T19:46:52.542801,
historical_synthetic,,,,,,,,,,,,2025-02-22,,9.3,21.4,Partly Cloudy,Sfax,9.6,81.0,21.0,0.0,2026-02-04T19:46:52.542813,
historical_synthetic,,,,,,,,,,,,2025-02-22,,7.8,19.4,Rain,Sousse,17.2,50.0,19.0,0.0,2026-02-04T19:46:52.542825,
historical_synthetic,,,,,,,,,,,,2025-02-22,,4.2,16.2,Cloudy,Bizerte,15.6,49.0,24.0,15.8,2026-02-04T19:46:52.542838,
historical_synthetic,,,,,,,,,,,,2025-02-22,,4.0,16.8,Storm,Gabès,17.2,85.0,6.0,6.6,2026-02-04T19:46:52.542850,
historical_synthetic,,,,,,,,,,,,2025-02-22,,10.9,15.3,Clear,Nabeul,9.2,47.0,8.0,18.9,2026-02-04T19:46:52.542862,
historical_synthetic,,,,,,,,,,,,2025-02-22,,5.1,20.8,Cloudy,Monastir,9.6,59.0,16.0,0.0,2026-02-04T19:46:52.542874,
historical_synthetic,,,,,,,,,,,,2025-02-23,,7.7,22.9,Partly Cloudy,Tunis,9.6,86.0,11.0,0.0,2026-02-04T19:46:52.542886,
historical_synthetic,,,,,,,,,,,,2025-02-23,,9.8,19.8,Cloudy,Sfax,17.4,52.0,9.0,0.0,2026-02-04T19:46:52.542897,
historical_synthetic,,,,,,,,,,,,2025-02-23,,4.5,21.0,Clear,Sousse,8.9,55.0,14.0,0.0,2026-02-04T19:46:52.542908,
historical_synthetic,,,,,,,,,,,,2025-02-23,,4.3,18.9,Storm,Bizerte,12.4,87.0,25.0,0.0,2026-02-04T19:46:52.542919,
historical_synthetic,,,,,,,,,,,,2025-02-23,,9.9,20.5,Partly Cloudy,Gabès,12.7,61.0,13.0,0.0,2026-02-04T19:46:52.542930,
historical_synthetic,,,,,,,,,,,,2025-02-23,,3.2,21.9,Storm,Nabeul,9.0,61.0,9.0,0.0,2026-02-04T19:46:52.542945,
historical_synthetic,,,,,,,,,,,,2025-02-23,,7.2,19.1,Partly Cloudy,Monastir,11.9,65.0,16.0,0.0,2026-02-04T19:46:52.542956,
historical_synthetic,,,,,,,,,,,,2025-02-24,,4.8,22.3,Storm,Tunis,17.9,45.0,9.0,0.0,2026-02-04T19:46:52.542969,
historical_synthetic,,,,,,,,,,,,2025-02-24,,9.6,22.5,Cloudy,Sfax,9.4,53.0,22.0,1.4,2026-02-04T19:46:52.542981,
historical_synthetic,,,,,,,,,,,,2025-02-24,,3.5,16.8,Partly Cloudy,Sousse,16.2,45.0,24.0,9.6,2026-02-04T19:46:52.542991,
historical_synthetic,,,,,,,,,,,,2025-02-24,,5.7,19.4,Storm,Bizerte,12.7,70.0,14.0,0.0,2026-02-04T19:46:52.543002,
historical_synthetic,,,,,,,,,,,,2025-02-24,,10.4,15.3,Partly Cloudy,Gabès,17.7,90.0,16.0,5.2,2026-02-04T19:46:52.543016,
historical_synthetic,,,,,,,,,,,,2025-02-24,,9.5,17.4,Rain,Nabeul,11.0,70.0,24.0,0.0,2026-02-04T19:46:52.543027,
historical_synthetic,,,,,,,,,,,,2025-02-24,,8.6,16.5,Rain,Monastir,11.6,81.0,12.0,0.0,2026-02-04T19:46:52.543037,
historical_synthetic,,,,,,,,,,,,2025-02-25,,4.6,15.7,Rain,Tunis,15.0,48.0,22.0,0.0,2026-02-04T19:46:52.543050,
historical_synthetic,,,,,,,,,,,,2025-02-25,,5.4,20.4,Rain,Sfax,16.5,66.0,20.0,0.0,2026-02-04T19:46:52.543062,
historical_synthetic,,,,,,,,,,,,2025-02-25,,5.6,17.0,Storm,Sousse,14.5,50.0,21.0,0.0,2026-02-04T19:46:52.543074,
historical_synthetic,,,,,,,,,,,,2025-02-25,,6.7,16.6,Storm,Bizerte,14.6,78.0,8.0,0.0,2026-02-04T19:46:52.543084,
historical_synthetic,,,,,,,,,,,,2025-02-25,,8.5,20.3,Clear,Gabès,15.0,67.0,22.0,0.0,2026-02-04T19:46:52.543094,
historical_synthetic,,,,,,,,,,,,2025-02-25,,3.0,19.3,Storm,Nabeul,16.8,74.0,25.0,0.0,2026-02-04T19:46:52.543105,
historical_synthetic,,,,,,,,,,,,2025-02-25,,7.6,17.1,Storm,Monastir,15.7,81.0,11.0,5.2,2026-02-04T19:46:52.543117,
historical_synthetic,,,,,,,,,,,,2025-02-26,,3.5,21.8,Rain,Tunis,12.7,40.0,19.0,9.6,2026-02-04T19:46:52.543130,
historical_synthetic,,,,,,,,,,,,2025-02-26,,8.7,18.8,Cloudy,Sfax,13.5,80.0,14.0,0.0,2026-02-04T19:46:52.543140,
historical_synthetic,,,,,,,,,,,,2025-02-26,,7.6,17.1,Storm,Sousse,13.0,52.0,19.0,0.0,2026-02-04T19:46:52.543151,
historical_synthetic,,,,,,,,,,,,2025-02-26,,5.8,21.9,Clear,Bizerte,11.6,84.0,24.0,0.0,2026-02-04T19:46:52.543161,
historical_synthetic,,,,,,,,,,,,2025-02-26,,5.7,21.2,Partly Cloudy,Gabès,17.3,53.0,21.0,10.9,2026-02-04T19:46:52.543174,
historical_synthetic,,,,,,,,,,,,2025-02-26,,3.8,19.5,Rain,Nabeul,13.8,84.0,21.0,0.0,2026-02-04T19:46:52.543185,
historical_synthetic,,,,,,,,,,,,2025-02-26,,6.0,15.3,Storm,Monastir,9.7,49.0,24.0,0.0,2026-02-04T19:46:52.543195,
historical_synthetic,,,,,,,,,,,,2025-02-27,,4.5,21.9,Cloudy,Tunis,16.5,87.0,24.0,14.6,2026-02-04T19:46:52.543207,
historical_synthetic,,,,,,,,,,,,2025-02-27,,9.9,17.5,Partly Cloudy,Sfax,15.6,41.0,5.0,0.0,2026-02-04T19:46:52.543217,
