source,city,temperature_c,condition,extraction_method,url,scraped_at,batch_number,batch_timestamp,record_number,collection_time,data_type,alert_active,wind_speed_kmh,alert_types,issue_date,valid_until,feels_like_c,humidity_percent,pressure_hpa,wind_speed_mps,wind_direction,weather_main,weather_description,cloud_coverage,visibility_m,timestamp,forecast_hours_ahead,forecast_time,predicted_temp_c,precipitation_chance,confidence,generated_at,error
meteo_tn,,,,,https://www.meteo.tn/fr/vigilance-meterologique,22:12:05,25,2026-02-04T22:11:53.941240,415,22:12:08,weather_alert,True,80,"sand_storm, rain, storm, wind",2026-02-04 16:58,2026-02-05 17:00,,,,,,,,,,,,,,,,,
meteo_tn,,,,,https://www.meteo.tn/fr/vigilance-meterologique,22:13:33,26,2026-02-04T22:13:22.543041,431,22:13:36,weather_alert,True,80,"sand_storm, rain, storm, wind",2026-02-04 16:58,2026-02-05 17:00,,,,,,,,,,,,,,,,,
meteo_tn,,,,,https://www.meteo.tn/fr/vigilance-meterologique,22:14:54,27,2026-02-04T22:14:41.933421,446,22:14:58,weather_alert,True,80,"sand_storm, rain, storm, wind",2026-02-04 16:58,2026-02-05 17:00,,,,,,,,,,,,,,,,,
meteo_tn,,,,,https://www.meteo.tn/fr/vigilance-meterologique,22:16:18,28,2026-02-04T22:16:07.263309,462,22:16:21,weather_alert,True,80,"sand_storm, rain, storm, wind",2026-02-04 16:58,2026-02-05 17:00,,,,,,,,,,,,,,,,,
meteo_tn,,,,,https://www.meteo.tn/fr/vigilance-meterologique,22:18:03,29,2026-02-04T22:17:51.884013,479,22:18:07,weather_alert,True,80,"sand_storm, rain, storm, wind",2026-02-04 16:58,2026-02-05 17:00,,,,,,,,,,,,,,,,,
meteo_tn,,,,,https://www.meteo.tn/fr/vigilance-meterologique,22:20:17,30,2026-02-04T22:19:33.084420,495,22:20:21,weather_alert,True,80,"sand_storm, rain, storm, wind",2026-02-04 16:58,2026-02-05 17:00,,,,,,,,,,,,,,,,,
meteo_tn,,,,,https://www.meteo.tn/fr/vigilance-meterologique,22:22:03,31,2026-02-04T22:21:40.149025,513,22:22:06,weather_alert,True,80,"sand_storm, rain, storm, wind",2026-02-04 16:58,2026-02-05 17:00,,,,,,,,,,,,,,,,,
meteo_tn,,,,,https://www.meteo.tn/fr/vigilance-meterologique,22:23:30,32,2026-02-04T22:23:07.895495,531,22:23:40,weather_alert,True,80,"sand_storm, rain, storm, wind",2026-02-04 16:58,2026-02-05 17:00,,,,,,,,,,,,,,,,,
meteo_tn,,,,,https://www.meteo.tn/fr/vigilance-meterologique,22:25:44,33,2026-02-04T22:25:07.052422,547,22:25:48,weather_alert,True,80,"sand_storm, rain, storm, wind",2026-02-04 16:58,2026-02-05 17:00,,,,,,,,,,,,,,,,,
meteo_tn,,,,,https://www.meteo.tn/fr/vigilance-meterologique,22:27:17,34,2026-02-04T22:27:03.976826,562,22:27:25,weather_alert,True,80,"sand_storm, rain, storm, wind",2026-02-04 16:58,2026-02-05 17:00,,,,,,,,,,,,,,,,,
meteo_tn,,,,,,22:30:01,35,2026-02-04T22:28:37.452127,580,22:30:15,weather_alert,False,,error_fallback,,,,,,,,,,,,,,,,,,,"HTTPSConnectionPool(host='www.meteo.tn', port=443)"
meteo_tn,,,,,https://www.meteo.tn/fr/vigilance-meterologique,22:31:40,36,2026-02-04T22:31:28.231679,598,22:31:43,weather_alert,True,80,"sand_storm, rain, storm, wind",2026-02-04 16:58,2026-02-05 17:00,,,,,,,,,,,,,,,,,
meteo_tn,,,,,https://www.meteo.tn/fr/vigilance-meterologique,22:33:15,37,2026-02-04T22:33:00.856441,616,22:33:18,weather_alert,True,80,"sand_storm, rain, storm, wind",2026-02-04 16:58,2026-02-05 17:00,,,,,,,,,,,,,,,,,
meteo_tn,,,,,https://www.meteo.tn/fr/vigilance-meterologique,22:34:36,38,2026-02-04T22:34:24.683262,632,22:34:40,weather_alert,True,80,"sand_storm, rain, storm, wind",2026-02-04 16:58,2026-02-05 17:00,,,,,,,,,,,,,,,,,
meteo_tn,,,,,https://www.meteo.tn/fr/vigilance-meterologique,22:36:09,39,2026-02-04T22:35:57.049794,649,22:36:12,weather_alert,True,80,"sand_storm, rain, storm, wind",2026-02-04 16:58,2026-02-05 17:00,,,,,,,,,,,,,,,,,
meteo_tn,,,,,https://www.meteo.tn/fr/vigilance-meterologique,22:37:50,40,2026-02-04T22:37:39.364632,666,22:37:54,weather_alert,True,80,"sand_storm, rain, storm, wind",2026-02-04 16:58,2026-02-05 17:00,,,,,,,,,,,,,,,,,
meteo_tn,,,,,https://www.meteo.tn/fr/vigilance-meterologique,22:39:30,41,2026-02-04T22:39:19.268083,683,22:39:33,weather_alert,True,80,"sand_storm, rain, storm, wind",2026-02-04 16:58,2026-02-05 17:00,,,,,,,,,,,,,,,,,
meteo_tn,,,,,https://www.meteo.tn/fr/vigilance-meterologique,22:41:15,42,2026-02-04T22:41:03.696670,700,22:41:18,weather_alert,True,80,"sand_storm, rain, storm, wind",2026-02-04 16:58,2026-02-05 17:00,,,,,,,,,,,,,,,,,
meteo_tn,,,,,https://www.meteo.tn/fr/vigilance-meterologique,22:42:25,43,2026-02-04T22:42:13.568548,715,22:42:28,weather_alert,True,80,"sand_storm, rain, storm, wind",2026-02-04 16:58,2026-02-05 17:00,,,,,,,,,,,,,,,,,
meteo_tn,,,,,https://www.meteo.tn/fr/vigilance-meterologique,22:43:44,44,2026-02-04T22:43:21.547314,733,22:43:47,weather_alert,True,80,"sand_storm, rain, storm, wind",2026-02-04 16:58,2026-02-05 17:00,,,,,,,,,,,,,,,,,
meteo_tn,,,,,https://www.meteo.tn/fr/vigilance-meterologique,22:45:01,45,2026-02-04T22:44:40.738370,749,22:45:05,weather_alert,True,80,"sand_storm, rain, storm, wind",2026-02-04 16:58,2026-02-05 17:00,,,,,,,,,,,,,,,,,
meteo_tn,,,,,https://www.meteo.tn/fr/vigilance-meterologique,22:46:19,46,2026-02-04T22:45:50.199298,765,22:46:23,weather_alert,True,80,"sand_storm, rain, storm, wind",2026-02-04 16:58,2026-02-05 17:00,,,,,,,,,,,,,,,,,
meteo_tn,,,,,https://www.meteo.tn/fr/vigilance-meterologique,22:47:44,47,2026-02-04T22:47:01.252819,780,22:47:48,weather_alert,True,80,"sand_storm, rain, storm, wind",2026-02-04 16:58,2026-02-05 17:00,,,,,,,,,,,,,,,,,
meteo_tn,,,,,https://www.meteo.tn/fr/vigilance-meterologique,22:48:55,48,2026-02-04T22:48:28.211933,798,22:48:59,weather_alert,True,80,"sand_storm, rain, storm, wind",2026-02-04 16:58,2026-02-05 17:00,,,,,,,,,,,,,,,,,
meteo_tn,,,,,https://www.meteo.tn/fr/vigilance-meterologique,22:49:57,49,2026-02-04T22:49:30.702956,814,22:50:00,weather_alert,True,80,"sand_storm, rain, storm, wind",2026-02-04 16:58,2026-02-05 17:00,,,,,,,,,,,,,,,,,
meteo_tn,,,,,https://www.meteo.tn/fr/vigilance-meterologique,22:51:00,50,2026-02-04T22:50:38.818952,830,22:51:03,weather_alert,True,80,"sand_storm, rain, storm, wind",2026-02-04 16:58,2026-02-05 17:00,,,,,,,,,,,,,,,,,
meteo_tn,,,,,https://www.meteo.tn/fr/vigilance-meterologique,22:52:04,51,2026-02-04T22:51:40.349460,847,22:52:07,weather_alert,True,80,"sand_storm, rain, storm, wind",2026-02-04 16:58,2026-02-05 17:00,,,,,,,,,,,,,,,,,
meteo_tn,,,,,https://www.meteo.tn/fr/vigilance-meterologique,22:53:21,52,2026-02-04T22:53:03.853529,863,22:53:24,weather_alert,True,80,"sand_storm, rain, storm, wind",2026-02-04 16:58,2026-02-05 17:00,,,,,,,,,,,,,,,,,
meteo_tn,,,,,https://www.meteo.tn/fr/vigilance-meterologique,22:54:08,53,2026-02-04T22:53:56.930323,878,22:54:11,weather_alert,True,80,"sand_storm, rain, storm, wind",2026-02-04 16:58,2026-02-05 17:00,,,,,,,,,,,,,,,,,
meteo_tn,,,,,https://www.meteo.tn/fr/vigilance-meterologique,22:55:12,54,2026-02-04T22:54:48.613221,895,22:55:15,weather_alert,True,80,"sand_storm, rain, storm, wind",2026-02-04 16:58,2026-02-05 17:00,,,,,,,,,,,,,,,,,
meteo_tn,,,,,https://www.meteo.tn/fr/vigilance-meterologique,22:56:19,55,2026-02-04T22:55:55.689598,910,22:56:22,weather_alert,True,80,"sand_storm, rain, storm, wind",2026-02-04 16:58,2026-02-05 17:00,,,,,,,,,,,,,,,,,
meteo_tn,,,,,https://www.meteo.tn/fr/vigilance-meterologique,22:57:27,56,2026-02-04T22:57:15.605911,925,22:57:30,weather_alert,True,80,"sand_storm, rain, storm, wind",2026-02-04 16:58,2026-02-05 17:00,,,,,,,,,,,,,,,,,
meteo_tn,,,,,https://www.meteo.tn/fr/vigilance-meterologique,22:58:19,57,2026-02-04T22:58:08.588231,943,22:58:23,weather_alert,True,80,"sand_storm, rain, storm, wind",2026-02-04 16:58,2026-02-05 17:00,,,,,,,,,,,,,,,,,
meteo_tn,,,,,https://www.meteo.tn/fr/vigilance-meterologique,22:59:14,58,2026-02-04T22:59:02.562168,958,22:59:17,weather_alert,True,80,"sand_storm, rain, storm, wind",2026-02-04 16:58,2026-02-05 17:00,,,,,,,,,,,,,,,,,
meteo_tn,,,,,https://www.meteo.tn/fr/vigilance-meterologique,22:59:58,59,2026-02-04T22:59:47.370956,975,23:00:01,weather_alert,True,80,"sand_storm, rain, storm, wind",2026-02-04 16:58,2026-02-05 17:00,,,,,,,,,,,,,,,,,
meteo_tn,,,,,https://www.meteo.tn/fr/vigilance-meterologique,23:00:57,60,2026-02-04T23:00:45.788043,992,23:01:00,weather_alert,True,80,"sand_storm, rain, storm, wind",2026-02-04 16:58,2026-02-05 17:00,,,,,,,,,,,,,,,,,
